Store_Name,Discount,link,Scraped_Date
Sony,1.75% Cashback,https://www.shopback.com.au/sony?feature_id=8360&feature_name=Sony&feature_type=sboc-baseline&feature_position=137&merchant_id=8360&merchant_name=Sony&offer_id=8360&offer_type=oc&offer_name=Sony&content_source_name=SBOC+Baseline&curation_name=reco-sboc-merchants&curation_id=model-leading-AU&opportunity_type=baseline&ui_element_id=701&ui_element_name=All+Stores&ui_element_type=unit_grid&ui_element_title=All+Stores&screen_id=%2Fall--stores&screen_type=campaign&screen_name=%2Fall--stores&layout_id=38&layout_name=all_stores&content_uid=msMha65Q36uoUmGo9SAbCx_38_701_8360,2023/04/01
ECHT,Up to 6.00% Cashback,https://www.shopback.com.au/echt?feature_id=7694&feature_name=ECHT&feature_type=sboc-baseline&feature_position=138&merchant_id=7694&merchant_name=ECHT&offer_id=7694&offer_type=oc&offer_name=ECHT&content_source_name=SBOC+Baseline&curation_name=reco-sboc-merchants&curation_id=model-leading-AU&opportunity_type=baseline&ui_element_id=701&ui_element_name=All+Stores&ui_element_type=unit_grid&ui_element_title=All+Stores&screen_id=%2Fall--stores&screen_type=campaign&screen_name=%2Fall--stores&layout_id=38&layout_name=all_stores&content_uid=msMha65Q36uoUmGo9SAbCx_38_701_7694,2023/04/01
KOOKAÏ,4.90% Cashback,https://www.shopback.com.au/kookai?feature_id=73584&feature_name=KOOKA%C3%8F&feature_type=sboc-baseline&feature_position=139&merchant_id=73584&merchant_name=KOOKA%C3%8F&offer_id=73584&offer_type=oc&offer_name=KOOKA%C3%8F&content_source_name=SBOC+Baseline&curation_name=reco-sboc-merchants&curation_id=model-leading-AU&opportunity_type=baseline&ui_element_id=701&ui_element_name=All+Stores&ui_element_type=unit_grid&ui_element_title=All+Stores&screen_id=%2Fall--stores&screen_type=campaign&screen_name=%2Fall--stores&layout_id=38&layout_name=all_stores&content_uid=msMha65Q36uoUmGo9SAbCx_38_701_73584,2023/04/01
Stax,6.00% Cashback,https://www.shopback.com.au/stax?feature_id=26409&feature_name=Stax&feature_type=sboc-baseline&feature_position=140&merchant_id=26409&merchant_name=Stax&offer_id=26409&offer_type=oc&offer_name=Stax&content_source_name=SBOC+Baseline&curation_name=reco-sboc-merchants&curation_id=model-leading-AU&opportunity_type=baseline&ui_element_id=701&ui_element_name=All+Stores&ui_element_type=unit_grid&ui_element_title=All+Stores&screen_id=%2Fall--stores&screen_type=campaign&screen_name=%2Fall--stores&layout_id=38&layout_name=all_stores&content_uid=msMha65Q36uoUmGo9SAbCx_38_701_26409,2023/04/01
Dan Picked,20.00% Cashback,https://www.shopback.com.au/dan-picked?feature_id=71868&feature_name=Dan+Picked&feature_type=sboc-baseline&feature_position=141&merchant_id=71868&merchant_name=Dan+Picked&offer_id=71868&offer_type=oc&offer_name=Dan+Picked&content_source_name=SBOC+Baseline&curation_name=reco-sboc-merchants&curation_id=model-leading-AU&opportunity_type=upsize&ui_element_id=701&ui_element_name=All+Stores&ui_element_type=unit_grid&ui_element_title=All+Stores&screen_id=%2Fall--stores&screen_type=campaign&screen_name=%2Fall--stores&layout_id=38&layout_name=all_stores&content_uid=msMha65Q36uoUmGo9SAbCx_38_701_71868,2023/04/01
Ticketmaster,Up to $0.15 Cashback,https://www.shopback.com.au/ticketmaster?feature_id=8204&feature_name=Ticketmaster&feature_type=sboc-baseline&feature_position=142&merchant_id=8204&merchant_name=Ticketmaster&offer_id=8204&offer_type=oc&offer_name=Ticketmaster&content_source_name=SBOC+Baseline&curation_name=reco-sboc-merchants&curation_id=model-leading-AU&opportunity_type=baseline&ui_element_id=701&ui_element_name=All+Stores&ui_element_type=unit_grid&ui_element_title=All+Stores&screen_id=%2Fall--stores&screen_type=campaign&screen_name=%2Fall--stores&layout_id=38&layout_name=all_stores&content_uid=msMha65Q36uoUmGo9SAbCx_38_701_8204,2023/04/01
Elite Eleven,2.50% Cashback,https://www.shopback.com.au/elite-eleven?feature_id=21774&feature_name=Elite+Eleven&feature_type=sboc-baseline&feature_position=143&merchant_id=21774&merchant_name=Elite+Eleven&offer_id=21774&offer_type=oc&offer_name=Elite+Eleven&content_source_name=SBOC+Baseline&curation_name=reco-sboc-merchants&curation_id=model-leading-AU&opportunity_type=baseline&ui_element_id=701&ui_element_name=All+Stores&ui_element_type=unit_grid&ui_element_title=All+Stores&screen_id=%2Fall--stores&screen_type=campaign&screen_name=%2Fall--stores&layout_id=38&layout_name=all_stores&content_uid=msMha65Q36uoUmGo9SAbCx_38_701_21774,2023/04/01
Converse,4.55% Cashback,https://www.shopback.com.au/converse?feature_id=7760&feature_name=Converse&feature_type=sboc-baseline&feature_position=144&merchant_id=7760&merchant_name=Converse&offer_id=7760&offer_type=oc&offer_name=Converse&content_source_name=SBOC+Baseline&curation_name=reco-sboc-merchants&curation_id=model-leading-AU&opportunity_type=baseline&ui_element_id=701&ui_element_name=All+Stores&ui_element_type=unit_grid&ui_element_title=All+Stores&screen_id=%2Fall--stores&screen_type=campaign&screen_name=%2Fall--stores&layout_id=38&layout_name=all_stores&content_uid=msMha65Q36uoUmGo9SAbCx_38_701_7760,2023/04/01
Optus,Up to $60.00 Cashback,https://www.shopback.com.au/optus?feature_id=21803&feature_name=Optus&feature_type=sboc-baseline&feature_position=145&merchant_id=21803&merchant_name=Optus&offer_id=21803&offer_type=oc&offer_name=Optus&content_source_name=SBOC+Baseline&curation_name=reco-sboc-merchants&curation_id=model-leading-AU&opportunity_type=baseline&ui_element_id=701&ui_element_name=All+Stores&ui_element_type=unit_grid&ui_element_title=All+Stores&screen_id=%2Fall--stores&screen_type=campaign&screen_name=%2Fall--stores&layout_id=38&layout_name=all_stores&content_uid=msMha65Q36uoUmGo9SAbCx_38_701_21803,2023/04/01
Dell,Up to 6.00% Cashback,https://www.shopback.com.au/dell-australia?feature_id=8351&feature_name=Dell&feature_type=sboc-baseline&feature_position=146&merchant_id=8351&merchant_name=Dell&offer_id=8351&offer_type=oc&offer_name=Dell&content_source_name=SBOC+Baseline&curation_name=reco-sboc-merchants&curation_id=model-leading-AU&opportunity_type=baseline&ui_element_id=701&ui_element_name=All+Stores&ui_element_type=unit_grid&ui_element_title=All+Stores&screen_id=%2Fall--stores&screen_type=campaign&screen_name=%2Fall--stores&layout_id=38&layout_name=all_stores&content_uid=msMha65Q36uoUmGo9SAbCx_38_701_8351,2023/04/01
BCF,1.80% Cashback,https://www.shopback.com.au/bcf?feature_id=8262&feature_name=BCF&feature_type=sboc-baseline&feature_position=147&merchant_id=8262&merchant_name=BCF&offer_id=8262&offer_type=oc&offer_name=BCF&content_source_name=SBOC+Baseline&curation_name=reco-sboc-merchants&curation_id=model-leading-AU&opportunity_type=baseline&ui_element_id=701&ui_element_name=All+Stores&ui_element_type=unit_grid&ui_element_title=All+Stores&screen_id=%2Fall--stores&screen_type=campaign&screen_name=%2Fall--stores&layout_id=38&layout_name=all_stores&content_uid=msMha65Q36uoUmGo9SAbCx_38_701_8262,2023/04/01
New Balance,3.50% Cashback,https://www.shopback.com.au/new-balance?feature_id=7690&feature_name=New+Balance&feature_type=sboc-baseline&feature_position=148&merchant_id=7690&merchant_name=New+Balance&offer_id=7690&offer_type=oc&offer_name=New+Balance&content_source_name=SBOC+Baseline&curation_name=reco-sboc-merchants&curation_id=model-leading-AU&opportunity_type=baseline&ui_element_id=701&ui_element_name=All+Stores&ui_element_type=unit_grid&ui_element_title=All+Stores&screen_id=%2Fall--stores&screen_type=campaign&screen_name=%2Fall--stores&layout_id=38&layout_name=all_stores&content_uid=msMha65Q36uoUmGo9SAbCx_38_701_7690,2023/04/01
Surfshark VPN,10.00% Cashback,https://www.shopback.com.au/surfshark?feature_id=8323&feature_name=Surfshark+VPN&feature_type=sboc-baseline&feature_position=149&merchant_id=8323&merchant_name=Surfshark+VPN&offer_id=8323&offer_type=oc&offer_name=Surfshark+VPN&content_source_name=SBOC+Baseline&curation_name=reco-sboc-merchants&curation_id=model-leading-AU&opportunity_type=baseline&ui_element_id=701&ui_element_name=All+Stores&ui_element_type=unit_grid&ui_element_title=All+Stores&screen_id=%2Fall--stores&screen_type=campaign&screen_name=%2Fall--stores&layout_id=38&layout_name=all_stores&content_uid=msMha65Q36uoUmGo9SAbCx_38_701_8323,2023/04/01
Budget Pet Products,1.20% Cashback,https://www.shopback.com.au/budget-pet-products?feature_id=8205&feature_name=Budget+Pet+Products&feature_type=sboc-baseline&feature_position=150&merchant_id=8205&merchant_name=Budget+Pet+Products&offer_id=8205&offer_type=oc&offer_name=Budget+Pet+Products&content_source_name=SBOC+Baseline&curation_name=reco-sboc-merchants&curation_id=model-leading-AU&opportunity_type=baseline&ui_element_id=701&ui_element_name=All+Stores&ui_element_type=unit_grid&ui_element_title=All+Stores&screen_id=%2Fall--stores&screen_type=campaign&screen_name=%2Fall--stores&layout_id=38&layout_name=all_stores&content_uid=msMha65Q36uoUmGo9SAbCx_38_701_8205,2023/04/01
Esther & Co,4.80% Cashback,https://www.shopback.com.au/esther-co?feature_id=7980&feature_name=Esther+%26+Co&feature_type=sboc-baseline&feature_position=151&merchant_id=7980&merchant_name=Esther+%26+Co&offer_id=7980&offer_type=oc&offer_name=Esther+%26+Co&content_source_name=SBOC+Baseline&curation_name=reco-sboc-merchants&curation_id=model-leading-AU&opportunity_type=baseline&ui_element_id=701&ui_element_name=All+Stores&ui_element_type=unit_grid&ui_element_title=All+Stores&screen_id=%2Fall--stores&screen_type=campaign&screen_name=%2Fall--stores&layout_id=38&layout_name=all_stores&content_uid=msMha65Q36uoUmGo9SAbCx_38_701_7980,2023/04/01
Fantastic Furniture,2.80% Cashback,https://www.shopback.com.au/fantasticfurniture?feature_id=75109&feature_name=Fantastic+Furniture&feature_type=sboc-baseline&feature_position=152&merchant_id=75109&merchant_name=Fantastic+Furniture&offer_id=75109&offer_type=oc&offer_name=Fantastic+Furniture&content_source_name=SBOC+Baseline&curation_name=reco-sboc-merchants&curation_id=model-leading-AU&opportunity_type=baseline&ui_element_id=701&ui_element_name=All+Stores&ui_element_type=unit_grid&ui_element_title=All+Stores&screen_id=%2Fall--stores&screen_type=campaign&screen_name=%2Fall--stores&layout_id=38&layout_name=all_stores&content_uid=msMha65Q36uoUmGo9SAbCx_38_701_75109,2023/04/01
Glue Store,Up to 2.40% Cashback,https://www.shopback.com.au/glue-store?feature_id=8021&feature_name=Glue+Store&feature_type=sboc-baseline&feature_position=153&merchant_id=8021&merchant_name=Glue+Store&offer_id=8021&offer_type=oc&offer_name=Glue+Store&content_source_name=SBOC+Baseline&curation_name=reco-sboc-merchants&curation_id=model-leading-AU&opportunity_type=baseline&ui_element_id=701&ui_element_name=All+Stores&ui_element_type=unit_grid&ui_element_title=All+Stores&screen_id=%2Fall--stores&screen_type=campaign&screen_name=%2Fall--stores&layout_id=38&layout_name=all_stores&content_uid=msMha65Q36uoUmGo9SAbCx_38_701_8021,2023/04/01
Pillow Talk,2.00% Cashback,https://www.shopback.com.au/pillow-talk?feature_id=8278&feature_name=Pillow+Talk&feature_type=sboc-baseline&feature_position=154&merchant_id=8278&merchant_name=Pillow+Talk&offer_id=8278&offer_type=oc&offer_name=Pillow+Talk&content_source_name=SBOC+Baseline&curation_name=reco-sboc-merchants&curation_id=model-leading-AU&opportunity_type=baseline&ui_element_id=701&ui_element_name=All+Stores&ui_element_type=unit_grid&ui_element_title=All+Stores&screen_id=%2Fall--stores&screen_type=campaign&screen_name=%2Fall--stores&layout_id=38&layout_name=all_stores&content_uid=msMha65Q36uoUmGo9SAbCx_38_701_8278,2023/04/01
The Athlete's Foot,Up to 3.60% Cashback,https://www.shopback.com.au/the-athletes-foot?feature_id=8051&feature_name=The+Athlete%27s+Foot&feature_type=sboc-baseline&feature_position=155&merchant_id=8051&merchant_name=The+Athlete%27s+Foot&offer_id=8051&offer_type=oc&offer_name=The+Athlete%27s+Foot&content_source_name=SBOC+Baseline&curation_name=reco-sboc-merchants&curation_id=model-leading-AU&opportunity_type=baseline&ui_element_id=701&ui_element_name=All+Stores&ui_element_type=unit_grid&ui_element_title=All+Stores&screen_id=%2Fall--stores&screen_type=campaign&screen_name=%2Fall--stores&layout_id=38&layout_name=all_stores&content_uid=msMha65Q36uoUmGo9SAbCx_38_701_8051,2023/04/01
Harris Scarfe,1.80% Cashback,https://www.shopback.com.au/harris-scarfe?feature_id=7698&feature_name=Harris+Scarfe&feature_type=sboc-baseline&feature_position=156&merchant_id=7698&merchant_name=Harris+Scarfe&offer_id=7698&offer_type=oc&offer_name=Harris+Scarfe&content_source_name=SBOC+Baseline&curation_name=reco-sboc-merchants&curation_id=model-leading-AU&opportunity_type=baseline&ui_element_id=701&ui_element_name=All+Stores&ui_element_type=unit_grid&ui_element_title=All+Stores&screen_id=%2Fall--stores&screen_type=campaign&screen_name=%2Fall--stores&layout_id=38&layout_name=all_stores&content_uid=msMha65Q36uoUmGo9SAbCx_38_701_7698,2023/04/01
Jo Malone London,Temporarily Unavailable,https://www.shopback.com.au/jo-malone?feature_id=8973&feature_name=Jo+Malone+London&feature_type=sboc-baseline&feature_position=157&merchant_id=8973&merchant_name=Jo+Malone+London&offer_id=8973&offer_type=oc&offer_name=Jo+Malone+London&content_source_name=SBOC+Baseline&curation_name=reco-sboc-merchants&curation_id=model-leading-AU&opportunity_type=baseline&ui_element_id=701&ui_element_name=All+Stores&ui_element_type=unit_grid&ui_element_title=All+Stores&screen_id=%2Fall--stores&screen_type=campaign&screen_name=%2Fall--stores&layout_id=38&layout_name=all_stores&content_uid=msMha65Q36uoUmGo9SAbCx_38_701_8973,2023/04/01
LEGO,Up to 1.80% Cashback,https://www.shopback.com.au/lego?feature_id=22345&feature_name=LEGO&feature_type=sboc-baseline&feature_position=158&merchant_id=22345&merchant_name=LEGO&offer_id=22345&offer_type=oc&offer_name=LEGO&content_source_name=SBOC+Baseline&curation_name=reco-sboc-merchants&curation_id=model-leading-AU&opportunity_type=baseline&ui_element_id=701&ui_element_name=All+Stores&ui_element_type=unit_grid&ui_element_title=All+Stores&screen_id=%2Fall--stores&screen_type=campaign&screen_name=%2Fall--stores&layout_id=38&layout_name=all_stores&content_uid=msMha65Q36uoUmGo9SAbCx_38_701_22345,2023/04/01
Oroton,Up to 4.50% Cashback,https://www.shopback.com.au/oroton?feature_id=7988&feature_name=Oroton&feature_type=sboc-baseline&feature_position=159&merchant_id=7988&merchant_name=Oroton&offer_id=7988&offer_type=oc&offer_name=Oroton&content_source_name=SBOC+Baseline&curation_name=reco-sboc-merchants&curation_id=model-leading-AU&opportunity_type=baseline&ui_element_id=701&ui_element_name=All+Stores&ui_element_type=unit_grid&ui_element_title=All+Stores&screen_id=%2Fall--stores&screen_type=campaign&screen_name=%2Fall--stores&layout_id=38&layout_name=all_stores&content_uid=msMha65Q36uoUmGo9SAbCx_38_701_7988,2023/04/01
MAC Cosmetics,4.80% Cashback (Temporarily Unavailable),https://www.shopback.com.au/mac-cosmetics?feature_id=8382&feature_name=MAC+Cosmetics&feature_type=sboc-baseline&feature_position=160&merchant_id=8382&merchant_name=MAC+Cosmetics&offer_id=8382&offer_type=oc&offer_name=MAC+Cosmetics&content_source_name=SBOC+Baseline&curation_name=reco-sboc-merchants&curation_id=model-leading-AU&opportunity_type=baseline&ui_element_id=701&ui_element_name=All+Stores&ui_element_type=unit_grid&ui_element_title=All+Stores&screen_id=%2Fall--stores&screen_type=campaign&screen_name=%2Fall--stores&layout_id=38&layout_name=all_stores&content_uid=msMha65Q36uoUmGo9SAbCx_38_701_8382,2023/04/01
Ally Fashion,Up to 5.40% Cashback,https://www.shopback.com.au/ally-fashion?feature_id=8258&feature_name=Ally+Fashion&feature_type=sboc-baseline&feature_position=161&merchant_id=8258&merchant_name=Ally+Fashion&offer_id=8258&offer_type=oc&offer_name=Ally+Fashion&content_source_name=SBOC+Baseline&curation_name=reco-sboc-merchants&curation_id=model-leading-AU&opportunity_type=baseline&ui_element_id=701&ui_element_name=All+Stores&ui_element_type=unit_grid&ui_element_title=All+Stores&screen_id=%2Fall--stores&screen_type=campaign&screen_name=%2Fall--stores&layout_id=38&layout_name=all_stores&content_uid=msMha65Q36uoUmGo9SAbCx_38_701_8258,2023/04/01
Estee Lauder,6.60% Cashback,https://www.shopback.com.au/estee-lauder?feature_id=7938&feature_name=Estee+Lauder&feature_type=sboc-baseline&feature_position=162&merchant_id=7938&merchant_name=Estee+Lauder&offer_id=7938&offer_type=oc&offer_name=Estee+Lauder&content_source_name=SBOC+Baseline&curation_name=reco-sboc-merchants&curation_id=model-leading-AU&opportunity_type=baseline&ui_element_id=701&ui_element_name=All+Stores&ui_element_type=unit_grid&ui_element_title=All+Stores&screen_id=%2Fall--stores&screen_type=campaign&screen_name=%2Fall--stores&layout_id=38&layout_name=all_stores&content_uid=msMha65Q36uoUmGo9SAbCx_38_701_7938,2023/04/01
Aje.,Up to 4.00% Cashback,https://www.shopback.com.au/aje?feature_id=8397&feature_name=Aje.&feature_type=sboc-baseline&feature_position=163&merchant_id=8397&merchant_name=Aje.&offer_id=8397&offer_type=oc&offer_name=Aje.&content_source_name=SBOC+Baseline&curation_name=reco-sboc-merchants&curation_id=model-leading-AU&opportunity_type=baseline&ui_element_id=701&ui_element_name=All+Stores&ui_element_type=unit_grid&ui_element_title=All+Stores&screen_id=%2Fall--stores&screen_type=campaign&screen_name=%2Fall--stores&layout_id=38&layout_name=all_stores&content_uid=msMha65Q36uoUmGo9SAbCx_38_701_8397,2023/04/01
Shaver Shop,Up to 3.25% Cashback,https://www.shopback.com.au/shaver-shop?feature_id=7821&feature_name=Shaver+Shop&feature_type=sboc-baseline&feature_position=164&merchant_id=7821&merchant_name=Shaver+Shop&offer_id=7821&offer_type=oc&offer_name=Shaver+Shop&content_source_name=SBOC+Baseline&curation_name=reco-sboc-merchants&curation_id=model-leading-AU&opportunity_type=baseline&ui_element_id=701&ui_element_name=All+Stores&ui_element_type=unit_grid&ui_element_title=All+Stores&screen_id=%2Fall--stores&screen_type=campaign&screen_name=%2Fall--stores&layout_id=38&layout_name=all_stores&content_uid=msMha65Q36uoUmGo9SAbCx_38_701_7821,2023/04/01
